Neighborhood,NumberofFloors,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),ratio_steam,ratio_electricity,ratio_gas,flag_datacenter,flag_laboratory,flag_office,flag_downtown,flag_greatduw,flag_lakeu,outlier
10,6,194104,8,194104.0,6219841.5,0.0,0.30352750950325663,0.6964725708846439,False,False,False,False,False,False,False
2,3,63681,11,63681.0,4897760.0,0.0,1.0,0.0,False,False,True,False,False,False,False
6,1,130862,8,134446.0,6456026.0,0.0,0.35049734929815957,0.6495028055958882,False,False,False,False,True,False,False
2,3,59955,8,59955.0,1633399.375,0.0,0.8794028098608768,0.12059696055656934,False,False,False,False,False,False,False
7,2,93218,8,93218.0,2887392.0,0.0,0.5149138045682747,0.48508619543172526,False,False,False,False,False,False,False
5,4,56521,7,49000.0,6357632.0,0.0,0.9999998427087318,0.0,False,False,False,False,False,False,False
5,2,206934,7,119146.0,4253577.5,0.0,0.4704517550226838,0.5295481274292052,False,False,False,False,False,False,True
9,2,131013,8,131909.0,3894584.5,0.0,0.4558863724743936,0.5441137559090065,False,False,False,False,False,False,False
9,1,245587,8,245587.0,11765682.0,0.0,0.3336832493008055,0.6663166657062464,False,False,False,False,False,False,True
1,6,284100,2,189750.0,14641502.0,0.2944462938296904,0.6695365680378966,0.036017001534405416,False,False,False,True,False,False,True
8,2,55513,8,59097.0,1513570.75,0.0,1.0000001651723252,0.0,False,False,False,False,False,False,False
1,4,61156,7,42755.0,9363374.0,0.0,0.741962245660592,0.258037754339408,False,False,False,True,False,False,False
1,4,59000,17,58000.0,2010454.625,0.0,0.6524240754749687,0.34757561365007184,False,False,False,True,False,False,False
2,4,289588,8,289588.0,8819852.0,0.0,0.7312780305157048,0.26872174272312055,False,False,False,False,False,False,True
10,3,63330,9,64820.0,3059758.0,0.0,0.6245801138521413,0.37541988614785876,False,False,False,False,False,False,False
5,2,96300,11,92300.0,16319835.0,0.0,0.8562400293875521,0.14375984806218936,False,False,True,False,False,False,True
6,1,67356,18,68359.0,7475577.5,0.0,0.5594217971788802,0.44057813593665507,False,False,False,False,True,False,False
11,3,254523,8,254523.0,13567774.0,0.0,0.5774760841387836,0.42252384215715855,False,False,False,False,False,False,True
2,3,78804,8,78804.0,2499140.0,0.0,0.6583120593484159,0.34168794065158414,False,False,False,False,False,False,False
11,3,66994,8,66994.0,2371304.5,0.0,0.7695532142750963,0.2304465748704985,False,False,False,False,False,False,False
6,3,98357,8,98357.0,3456131.5,0.0,0.5575791893335077,0.44242066599607105,False,False,False,False,True,False,False
6,1,54765,11,25765.0,4253369.5,0.0,0.8391786793975929,0.16082120304854775,False,False,True,False,True,False,False
7,2,52611,9,52611.0,4116871.5,0.0,0.6022225857668864,0.39777729278166685,False,False,False,False,False,False,False
3,2,236758,8,238550.0,8355988.5,0.0,0.5732353509103082,0.42676446957771663,False,False,False,False,False,False,True
11,6,250981,7,137565.0,13071700.0,0.3317490838988043,0.6238669798113482,0.044383821538131994,False,False,False,False,False,False,True
9,3,62526,8,62526.0,1986094.875,0.0,0.5610955518930081,0.4389045110445693,False,False,False,False,False,False,False
1,11,230638,7,250000.0,65336980.0,0.0,0.46913163112222206,0.5308682923514371,False,False,False,True,False,False,True
6,3,64015,11,30000.0,3242077.75,0.0,0.8196540012033949,0.18034607590764903,False,False,True,False,True,False,False
3,1,530039,16,505103.0,27717034.0,0.0,0.5853631019827014,0.41463682585950573,False,False,False,False,False,False,True
3,4,124342,16,122000.0,8765978.0,0.0,0.9871826052951536,0.012817280627443965,False,False,False,False,False,False,False
9,3,55442,19,28636.0,3191228.25,0.0,0.5826424355575318,0.4173574861027255,False,False,False,False,False,False,False
8,2,242795,8,242795.0,9157150.0,0.0,0.8582871308212708,0.14171275997444618,False,False,False,False,False,False,True
10,5,84870,12,85521.0,1381590.125,0.0,0.34933298325362594,0.6506669262709156,False,False,False,False,False,False,False
2,2,173185,8,173185.0,6127771.5,0.0,0.293863274764733,0.7061366436395352,False,False,False,False,False,False,False
12,1,145341,8,139069.0,5499097.0,0.0,0.3391405898095633,0.6608594101904367,False,False,False,False,False,False,False
6,4,114297,13,114297.0,2100097.75,0.0,0.43449168020869505,0.5655084388333829,False,False,False,False,True,False,False
2,2,184125,8,184125.0,8800292.0,0.0,0.3408820980031117,0.6591179019968882,False,False,False,False,False,False,False
6,1,234144,13,234144.0,6744317.0,0.0,0.19524838467705477,0.8047516153229453,False,False,False,False,True,False,True
12,1,64984,16,65425.0,2944296.25,0.0,0.8877119617293946,0.1122879533606715,False,False,False,False,False,False,False
12,1,67745,16,67782.0,9230223.0,0.0,0.2842945397960591,0.7157054602039409,False,False,False,False,False,False,False
12,2,367884,8,367884.0,12265516.0,0.0,0.6689502504419708,0.3310497495580292,False,False,False,False,False,False,True
12,1,46797,8,46797.0,2075891.0,0.0,0.3840297973255821,0.6159702026744178,False,False,False,False,False,False,False
8,3,56000,7,56000.0,1851260.5,0.0,0.4563722933644401,0.5436274365493133,False,False,False,False,False,False,False
2,2,67371,8,67371.0,2128459.0,0.0,0.6790541889695785,0.3209458110304215,False,False,False,False,False,False,False
13,2,52088,12,52088.0,1377519.5,0.0,0.3802232926648225,0.6197770703064458,False,False,False,False,False,False,False
4,3,127776,8,127776.0,4748137.0,0.0,0.7855565245905921,0.21444347540940795,False,False,False,False,False,True,False
4,1,50000,17,43000.0,7548807.0,0.0,0.503115790349389,0.4968840771793477,False,False,False,False,False,True,False
8,2,67235,8,67235.0,2284133.75,0.0,0.6850421959747323,0.3149579134759512,False,False,False,False,False,False,False
9,2,91130,11,57968.0,9472358.0,0.0,0.7489142618976183,0.25108563253204746,False,False,True,False,False,False,False
13,3,58118,8,59014.0,1407277.25,0.0,0.8231903130673078,0.1768095092846843,False,False,False,False,False,False,False
6,1,70762,8,70762.0,3606416.0,0.0,0.13617563808501293,0.863824361914987,False,False,False,False,True,False,False
1,3,44558,11,34416.0,1677002.25,0.0,0.7857097389106067,0.21429011201386283,False,False,True,True,False,False,False
6,6,1258280,2,1585960.0,59757440.0,0.0,0.8273432396033029,0.17265662652215355,False,False,False,False,True,False,True
6,2,179161,20,117476.0,9436408.0,0.0,0.9296020265338252,0.07039776152112118,False,False,False,False,True,False,False
6,2,58640,13,40831.0,3928695.25,0.0,0.999999936365642,0.0,False,False,False,False,True,False,False
6,3,1172127,2,1172127.0,58761304.0,0.0,0.691311768710919,0.30868818023507444,False,False,False,False,True,False,True
6,4,79600,13,79600.0,2411402.25,0.0,0.9999998963258826,0.0,False,False,False,False,True,False,False
4,4,241066,8,241066.0,7791957.0,0.0,0.39737334279437114,0.6026266572056288,False,False,False,False,False,True,True
3,6,84739,21,335109.0,9134963.0,0.0,0.7657662105473224,0.23423367998315922,False,False,False,False,False,False,True
12,1,71714,8,71714.0,2371358.0,0.0,0.8198745191573773,0.18012548084262267,False,False,False,False,False,False,False
4,3,67236,13,67236.0,549181.375,0.0,0.770931097217199,0.2290682199482821,False,False,False,False,False,True,False
13,2,208981,8,208981.0,8164853.0,0.0,0.5995026487310917,0.40049735126890834,False,False,False,False,False,False,True
5,2,55653,8,55500.0,1377627.0,0.0,0.004455487588440122,0.9955445124115598,False,False,False,False,False,False,False
3,5,50759,11,47079.0,3147042.0,0.0,0.8129961405027324,0.18700385949726758,False,False,True,False,False,False,False
5,2,56772,22,56772.0,2439484.75,0.0,0.39972088368250713,0.6002792187981499,False,False,False,False,False,False,False
5,3,103000,22,103000.0,4854429.5,0.0,0.4817115996843707,0.5182885033143442,False,False,False,False,False,False,False
5,3,269297,8,269297.0,10498344.0,0.0,0.6862001283250005,0.3137998716749994,False,False,False,False,False,False,True
5,3,75174,8,75174.0,2733846.0,0.0,0.5814310681728232,0.4185685660421253,False,False,False,False,False,False,False
7,3,75214,8,75214.0,2334260.0,0.0,0.7427128940220884,0.25728710597791166,False,False,False,False,False,False,False
13,3,134918,8,134918.0,3822102.5,0.0,0.7574639874257689,0.24253614339228213,False,False,False,False,False,False,False
11,2,64414,8,65310.0,2295176.5,0.0,0.9999997821518302,0.0,False,False,False,False,False,False,False
9,3,92437,8,92437.0,4626443.0,0.0,0.20920305297179712,0.7907969470282029,False,False,False,False,False,False,False
1,7,128766,2,109754.0,6057410.0,0.0,0.9463863268294536,0.05361367317054649,False,False,False,True,False,False,False
1,15,230880,7,203000.0,62197176.0,0.0,0.9999999196104981,0.0,False,False,False,True,False,False,True
6,3,204961,8,204961.0,8190809.0,0.0,0.5529033823154709,0.44709649559646675,False,False,False,False,True,False,True
7,1,76086,7,77810.0,3267564.0,0.0,0.4784500012853612,0.5215499987146388,False,False,False,False,False,False,False
7,5,151000,15,146741.0,28731502.0,0.0,0.652435121560996,0.34756480882899893,False,False,False,False,False,False,True
1,2,69400,2,69400.0,14833476.0,0.0,0.710175416739812,0.2898244484300241,False,False,False,True,False,False,True
1,1,62900,23,32494.0,10394330.0,0.0,0.36442300754353574,0.6355769924564643,False,False,False,True,False,False,False
1,4,56500,11,33000.0,1380293.625,0.3569978181272843,0.6430023177133778,0.0,False,False,True,True,False,False,False
6,4,203504,13,159372.0,3785282.5,0.0,0.9999998679094625,0.0,False,False,False,False,True,False,True
1,3,74003,11,100734.0,9788717.0,0.0,0.999999897841566,0.0,False,False,True,True,False,False,False
1,4,59158,11,62108.0,5007401.0,0.0,0.8559534177510449,0.14404638254455754,False,False,True,True,False,False,False
1,12,212210,11,173786.0,18661606.0,0.0,0.9777374466056137,0.022262392636517993,False,False,True,True,False,False,True
1,25,369996,11,383942.0,24755086.0,0.0,0.9999999192085214,0.0,False,False,True,True,False,False,True
1,10,693450,16,361107.0,40062888.0,0.0005299368527800592,0.9359551912483194,0.0635147421224351,False,False,False,True,False,False,True
1,33,791396,11,622034.0,40847752.0,0.0,0.9998013354565999,0.013177004208211997,False,False,True,True,False,False,True
1,23,542671,11,542461.0,30985420.0,0.0,0.8999051489377907,0.10009472196923586,False,False,True,True,False,False,True
1,10,55652,11,45260.0,3444270.0,0.6057668969041335,0.39423303051154523,0.0,False,False,True,True,False,False,False
1,17,174790,11,142034.0,7739699.0,0.0,0.8703279029326593,0.12967196786334972,False,False,True,True,False,False,True
1,5,73399,11,51557.0,3757006.0,0.0,0.9999997338306087,0.0,False,False,True,True,False,False,False
1,20,233517,11,226454.0,14633233.0,0.44889820315168905,0.5511016601731141,0.0,False,False,True,True,False,False,True
1,25,529375,11,582725.0,27018020.0,0.0,0.9671931177784309,0.032806734172230234,False,False,True,True,False,False,True
1,12,206000,11,161000.0,8580279.0,0.26951300184993987,0.7304868524671517,0.0,False,False,True,True,False,False,True
1,36,669915,11,743562.0,39523852.0,0.0,0.9999998734941119,0.0,False,False,True,True,False,False,True
1,16,339240,11,311736.0,17867002.0,0.0,0.9925154762953516,0.007484411766450801,False,False,True,True,False,False,True
1,7,89550,11,64712.0,3903259.75,0.08925534932693116,0.9107444104892072,0.0,False,False,True,True,False,False,False
1,6,89355,11,82355.0,4178233.5,0.0,0.9852491489525418,0.014750731379660806,False,False,True,True,False,False,False
1,15,388934,11,388934.0,18576900.0,0.06418421534271057,0.9358156097088319,0.0,False,False,True,True,False,False,True
1,22,384302,11,348969.0,10062436.0,0.0,0.9999999006204859,0.0,False,False,True,True,False,False,True
1,17,293925,11,236827.0,24906132.0,0.43848904358171714,0.5615108761167732,0.0,False,False,True,True,False,False,True
1,47,1323055,11,1011135.0,44683660.0,0.0,0.9963786314728919,0.0036212790089263057,False,False,True,True,False,False,True
1,41,460489,11,470416.0,24603420.0,0.0,0.9999998780657323,0.0,False,False,True,True,False,False,True
1,6,89699,11,89699.0,1835804.875,0.26189275698486203,0.738107311105163,0.0,False,False,True,True,False,False,False
1,8,94948,11,84838.0,3743228.5,0.0,0.9999998664254667,0.0,False,False,True,True,False,False,False
1,29,438072,11,522667.0,18221224.0,0.00991875172052108,0.990081072489971,0.0,False,False,True,True,False,False,True
1,6,146922,11,99890.0,41399504.0,0.0,0.9612353809842746,0.03876449824133159,False,False,True,True,False,False,True
1,34,614158,11,606050.0,32552428.0,0.0,0.9970792040458549,0.0029207037951209046,False,False,True,True,False,False,True
1,14,162993,11,182540.0,9641043.0,0.2235211999365629,0.7764786444786109,0.0,False,False,True,True,False,False,False
1,49,754455,11,808980.0,45163308.0,0.0,0.8497802906731279,0.15021962075940054,False,False,True,True,False,False,True
1,37,888049,11,765351.0,41213584.0,0.0,0.9999998786807767,0.0,False,False,True,True,False,False,True
1,42,446184,11,581558.0,69519808.0,0.012701178633865043,0.987298785405161,0.0,False,False,True,True,False,False,True
1,8,201480,11,161762.0,8921778.0,0.18157444345734672,0.8184254304467115,0.0,False,False,True,True,False,False,True
1,63,1195387,11,1191115.0,61576184.0,0.0,0.99999993503982,0.0,False,False,True,True,False,False,True
1,14,310490,11,269284.0,21169502.0,0.0,0.7616634533963057,0.23833649936592746,False,False,True,True,False,False,True
1,8,168870,11,160418.0,13214416.0,0.0,0.661320560817822,0.338679439182178,False,False,True,True,False,False,True
1,13,319539,11,319539.0,13843866.0,0.0,0.8125610288339977,0.1874388266976869,False,False,True,True,False,False,True
1,7,106099,11,96582.0,2746560.75,0.0,0.5973612635365885,0.4026384633946291,False,False,True,True,False,False,False
5,2,89200,16,89200.0,6461937.0,0.0,0.8510025709009543,0.14899727434668583,False,False,False,False,False,False,False
5,23,474546,11,474546.0,28450436.0,0.0,0.9999998945534613,0.0,False,False,True,False,False,False,True
5,5,36000,24,36000.0,30038490.0,0.0,0.9999999001281356,0.0,True,False,False,False,False,False,True
5,5,99005,11,79555.0,4728488.5,0.0,0.6055237313149857,0.39447637442704997,False,False,True,False,False,False,False
5,6,90803,11,95943.0,4426136.0,0.0,1.0,0.0,False,False,True,False,False,False,False
5,5,137929,11,145754.0,7046345.5,0.0,0.9999999290412314,0.0,False,False,True,False,False,False,True
1,5,93660,12,93660.0,873221.875,0.0,1.00000014314804,0.0,False,False,False,True,False,False,False
1,18,349055,11,348270.0,24224888.0,0.0,0.9999999174402788,0.0,False,False,True,True,False,False,True
1,11,185760,21,182820.0,9765777.0,0.0,0.9903791577464856,0.009620739855108303,False,False,False,True,False,False,True
1,20,378769,11,367623.0,26823218.0,0.0,0.9917642991232446,0.008235589033351629,False,False,True,True,False,False,True
1,24,427155,11,424044.0,25307744.0,0.0,0.9999998814592087,0.0,False,False,True,True,False,False,True
1,4,70647,25,42389.0,8218155.5,0.0,0.9107468214735046,0.08925311768559259,False,True,False,True,False,False,False
1,6,272410,11,274002.0,20361158.0,0.0,0.9999999017737596,0.0,False,False,True,True,False,False,True
1,6,203880,11,191814.0,14913424.0,0.0,0.9999998658926347,0.0,False,False,True,True,False,False,True
1,3,144118,11,146157.0,5357833.0,0.0,0.9648753516580304,0.03512446169934748,False,False,True,True,False,False,False
1,8,191117,11,158681.0,29949248.0,0.0,0.9999998330509,0.0,False,False,True,True,False,False,True
9,1,60880,26,61666.0,14293972.0,0.0,0.5684366808609951,0.43156324917944433,False,False,False,False,False,False,True
1,5,50176,11,50328.0,2933288.75,0.0,0.9670558345133938,0.032943909800901804,False,False,True,True,False,False,False
1,42,304346,11,245028.0,23262244.0,0.043608104832878546,0.4831753978678927,0.47321647043165743,False,False,True,True,False,False,True
6,1,128800,13,119200.0,1809101.5,0.0,0.2055440228201679,0.7944562535601236,False,False,False,False,True,False,False
1,8,321945,11,166919.0,13656587.0,0.2709776425105336,0.7290222659585444,0.0,False,False,True,True,False,False,True
1,22,336330,11,256299.0,18967014.0,0.28315537701400967,0.6924762643186745,0.024368305944203975,False,False,True,True,False,False,True
1,21,298426,11,286538.0,27076922.0,0.4712858795397793,0.5287140835284011,0.0,False,False,True,True,False,False,True
1,42,635824,11,718473.0,48479988.0,0.0,0.9999998762375931,0.0,False,False,True,True,False,False,True
2,2,291940,16,191940.0,11688601.0,0.0,0.8498759603480348,0.15012395409852727,False,False,False,False,False,False,True
6,1,88400,13,33450.0,4383100.5,0.0,0.5773670943661913,0.42263279155930833,False,False,False,False,True,False,False
9,1,52311,13,51116.0,930611.875,0.0,0.018015029090403558,0.9819851052298253,False,False,False,False,False,False,False
4,5,71421,21,74831.0,3085814.0,0.0,0.9999996759363979,0.0,False,False,False,False,False,True,False
4,5,106465,11,103494.0,5803409.0,0.0,1.0,0.0,False,False,True,False,False,True,False
8,1,52500,13,49395.0,3989399.0,0.0,0.7682302522259619,0.23176949710971503,False,False,False,False,False,False,False
8,2,57300,13,29001.0,4560492.0,0.0,0.40651622675799015,0.5934837732420098,False,False,False,False,False,False,False
1,6,350310,11,305233.0,18102026.0,0.0,0.8824628801218162,0.11753689890844263,False,False,True,True,False,False,True
1,55,1115000,11,994116.0,53079164.0,0.0410610790704993,0.9320575018852972,0.026881357814904545,False,False,True,True,False,False,True
1,46,1023998,11,1002403.0,56606136.0,0.0,0.9480961745913906,0.051903737078962606,False,False,True,True,False,False,True
1,10,135918,11,144570.0,6423556.5,0.33022251769716665,0.6697774044643338,0.0,False,False,True,True,False,False,False
1,4,79957,16,35694.0,5252131.0,0.0,0.9999998096010934,0.0,False,False,False,True,False,False,False
1,4,127268,11,62512.0,7711757.5,0.09265380654150497,0.7831943626339392,0.12415172546595248,False,False,True,True,False,False,False
1,29,500000,11,411301.0,18848780.0,0.0,0.9999998408385052,0.0,False,False,True,True,False,False,True
1,10,132326,11,92006.0,6029020.0,0.05444451897655008,0.9451322105416801,0.00042312017541822717,False,False,True,True,False,False,False
1,6,96630,11,83485.0,7335905.5,0.0,0.9999999318420882,0.0,False,False,True,True,False,False,False
1,10,130513,11,87391.0,11651200.0,0.054160000686624556,0.5876644465806097,0.35817555273276575,False,False,True,True,False,False,False
1,8,60660,11,41958.0,2586116.0,0.0,1.0,0.0,False,False,True,True,False,False,False
1,14,137350,11,124508.0,6366084.5,0.35482646358212805,0.6451734971472654,0.0,False,False,True,True,False,False,False
1,15,151039,11,125473.0,5446624.0,0.5232741878271752,0.4767257662728325,0.0,False,False,True,True,False,False,False
1,30,620338,11,643083.0,52226204.0,0.009945007682350416,0.8271702649497559,0.16288459333556005,False,False,True,True,False,False,True
1,4,63540,11,56747.0,3518459.5,0.0,0.6901560185643746,0.3098438393279786,False,False,True,True,False,False,False
1,10,130893,11,87925.0,6962073.0,0.0,0.9999998563646202,0.0,False,False,True,True,False,False,False
1,5,79920,11,39960.0,3009463.75,0.0,1.000000083071278,0.0,False,False,True,True,False,False,False
1,6,61423,21,64821.0,9671619.0,0.0,0.736445366592708,0.26355453001198664,False,False,False,True,False,False,False
1,4,100375,21,166960.0,7273155.5,0.0,0.710819671049244,0.2891802602048038,False,False,False,True,False,False,True
1,56,1215718,11,1314475.0,49517704.0,0.01849146468907363,0.9306128773660427,0.050895534251749634,False,False,True,True,False,False,True
1,36,794592,11,748011.0,26689658.0,0.0,0.9753385000287377,0.02466138756817341,False,False,True,True,False,False,True
1,21,363100,11,342952.0,19397324.0,0.0,0.9999998968929941,0.0,False,False,True,True,False,False,True
1,12,100717,11,104788.0,4757299.5,0.0,0.9999998948983557,0.0,False,False,True,True,False,False,False
1,4,70000,11,70090.0,4549892.0,0.0,0.9999997802145634,0.0,False,False,True,True,False,False,False
1,11,189629,11,150969.0,13329024.0,0.0,0.9999998499515044,0.0,False,False,True,True,False,False,True
1,12,155500,7,146689.0,14436982.0,0.0,0.9999999307334455,0.0,False,False,False,True,False,False,True
1,11,102846,11,93879.0,5327249.5,0.6534104982317799,0.3465895486967524,0.0,False,False,True,True,False,False,False
1,4,52800,11,38880.0,2429021.0,0.0,0.7541853281630747,0.24581426014843016,False,False,True,True,False,False,False
1,8,861702,16,509342.0,17666646.0,0.16573237783787595,0.8341682399703939,9.922653117065911e-05,False,False,False,True,False,False,True
10,5,109550,7,206950.0,19295226.0,0.08456756349990407,0.9154323976303775,0.0,False,False,False,False,False,False,True
10,3,162000,15,162000.0,13911761.0,0.03426897662344832,0.8556039742200862,0.11012689191540884,False,False,False,False,False,False,True
10,14,282363,15,270384.0,21156670.0,0.0,0.9999999527335823,0.0,False,False,False,False,False,False,True
4,6,200783,21,164332.0,55073120.0,0.0,0.9715541810596531,0.0284457099942767,False,False,False,False,False,True,True
4,6,108912,21,104922.0,75073888.0,0.0,0.9979149075108512,0.0020849459668320362,False,False,False,False,False,True,True
7,5,237282,11,228504.0,16373232.0,0.0,0.9999998167741103,0.0,False,False,True,False,False,False,True
6,1,123061,13,123061.0,1987934.625,0.0,0.9999996856033432,0.0,False,False,False,False,True,False,False
6,1,59090,20,40272.0,2756214.75,0.0,0.23016566470373906,0.7698344260003688,False,False,False,False,True,False,False
6,1,106000,13,106001.0,763364.5,0.0,0.9999993450049092,0.0,False,False,False,False,True,False,False
4,3,120200,11,125779.0,18309150.0,0.0,0.8706590966811676,0.1293407940838324,False,False,True,False,False,True,True
6,1,119661,20,118733.0,775729.1875,0.0,0.9990148785010103,0.0009848797909257476,False,False,False,False,True,False,False
4,7,94472,11,82098.0,4342597.0,0.0,1.0,0.0,False,False,True,False,False,True,False
7,6,61800,11,95721.0,3063504.5,0.0,0.9999998367882273,0.0,False,False,True,False,False,False,False
7,5,98055,11,105563.0,5661689.5,0.0,0.9999999116871386,0.0,False,False,True,False,False,False,True
4,3,56041,11,63199.0,11319836.0,0.0,0.4332432908038597,0.5667566208556378,False,False,True,False,False,True,False
3,5,74880,11,71751.0,5134607.5,0.0,0.9999999026215733,0.0,False,False,True,False,False,False,False
3,6,88774,11,85339.0,6029121.5,0.0,0.9999999170691783,0.0,False,False,True,False,False,False,False
3,5,122250,11,91281.0,5535626.0,0.0,0.9999998193519577,0.0,False,False,True,False,False,False,False
3,4,53730,11,53730.0,4742869.0,0.0,1.0,0.0,False,False,True,False,False,False,False
12,3,55593,11,55593.0,4224872.5,0.0,0.6728129665451442,0.32718691510808906,False,False,True,False,False,False,False
4,4,73096,11,72066.0,4695139.0,0.0,0.9999997870137604,0.0,False,False,True,False,False,True,False
6,1,158415,16,158415.0,22394416.0,0.0,0.7112323893599191,0.2887675213321035,False,False,False,False,True,False,True
4,8,287819,11,155985.0,48406556.0,0.0,0.9948040922390761,0.005195804469130173,False,False,True,False,False,True,True
7,4,58195,11,58195.0,2991674.75,0.0,0.9999997493042986,0.0,False,False,True,False,False,False,False
8,1,164437,16,102653.0,18390344.0,0.0,0.766679459612066,0.2333204316352103,False,False,False,False,False,False,True
4,5,118248,11,118016.0,5671256.0,0.0,0.9964388840849364,0.003560939587280137,False,False,True,False,False,True,False
4,3,55200,25,54880.0,11594121.0,0.0,0.6469121721258558,0.3530877416235349,False,True,False,False,False,True,False
4,4,129366,25,176171.0,33713876.0,0.0,0.6047635400925127,0.39523643024610994,False,True,False,False,False,True,True
4,6,86700,11,79384.0,3238216.0,0.0,1.0,0.0,False,False,True,False,False,True,False
4,5,172371,11,168132.0,7851334.5,0.0,0.980123824809655,0.019876111506903698,False,False,True,False,False,True,True
4,5,127800,13,127800.0,2767491.0,0.0,0.9198187094375375,0.08018092922434075,False,False,False,False,False,True,False
4,5,353919,11,372503.0,30083496.0,0.0,0.6954837961651797,0.3045161373531853,False,False,True,False,False,True,True
4,6,131592,11,131592.0,11963428.0,0.0,0.9796363550647857,0.020363561347132277,False,False,True,False,False,True,True
4,5,109046,7,72407.0,31371618.0,0.0,0.6488604763707119,0.3511394280014502,False,False,False,False,False,True,True
4,4,136143,11,113803.0,6917478.5,0.0,0.7667253320700599,0.23327459564926728,False,False,True,False,False,True,True
4,6,193198,11,178628.0,7519466.5,0.0,0.9505271417859232,0.04947279171999769,False,False,True,False,False,True,True
4,3,67380,13,29732.0,2755829.0,0.0,0.5683302556145537,0.43166974438544625,False,False,False,False,False,True,False
4,4,102235,25,103135.0,24395228.0,0.0,0.6294367898508676,0.37056312816588555,False,True,False,False,False,True,True
4,5,282813,25,175364.0,45252356.0,0.0,0.662787391666414,0.33721254203869516,False,True,False,False,False,True,True
7,5,67236,11,64752.0,3415561.25,0.0,0.9999999268055872,0.0,False,False,True,False,False,False,False
7,5,66762,11,66648.0,3632613.75,0.0,1.0000000688209694,0.0,False,False,True,False,False,False,False
7,5,66762,11,66747.0,3493093.75,0.0,0.9999997852906181,0.0,False,False,True,False,False,False,False
7,5,66400,11,69691.0,3484915.5,0.0,0.9999998565244982,0.0,False,False,True,False,False,False,False
5,4,108344,15,108344.0,19165116.0,0.0,0.610669249275611,0.3893305941899856,False,False,False,False,False,False,True
5,4,95995,15,95995.0,8422861.0,0.0,0.9504244460403656,0.04957543523512973,False,False,False,False,False,False,False
8,2,111445,12,111445.0,5697472.5,0.0,0.5278681029175656,0.4721318093242223,False,False,False,False,False,False,False
13,4,98475,13,98475.0,1090496.625,0.0,0.7051805410218487,0.2948198028581702,False,False,False,False,False,False,False
3,2,121087,26,121087.0,14512786.0,0.0,0.7359597254448594,0.26404020565038305,False,False,False,False,False,False,True
6,1,63225,26,63225.0,6522551.5,0.0,0.999999923342882,0.0,False,False,False,False,True,False,False
12,1,113780,27,91532.0,3574542.25,0.0,0.4114890515002306,0.5885108785607444,False,False,False,False,False,False,False
6,1,243044,13,325424.0,1396082.25,0.0,0.5021029384192801,0.497896882508176,False,False,False,False,True,False,True
4,3,123940,21,156312.0,11521702.0,0.0,0.9999999132072674,0.0,False,False,False,False,False,True,True
7,3,53464,7,72000.0,6876439.5,0.0,0.9999997818638555,0.0,False,False,False,False,False,False,False
9,1,131387,16,107931.0,8773058.0,0.0,0.8782016487295536,0.12179812329976616,False,False,False,False,False,False,False
9,3,94400,13,67155.0,784364.5,0.0,0.8680466798280646,0.1319539576306679,False,False,False,False,False,False,False
9,1,111900,28,124231.0,9814820.0,0.0,0.651071339056651,0.3489284571698717,False,False,False,False,False,False,False
9,1,144776,29,144776.0,13424079.0,0.0,0.76782139020487,0.2321785353021239,False,False,False,False,False,False,False
9,1,114000,16,57805.0,17225444.0,0.0,0.454942990148759,0.5450569517975851,False,False,False,False,False,False,True
9,1,50083,26,50065.0,8663691.0,0.0,0.7535344924005254,0.24646539217522878,False,False,False,False,False,False,False
4,3,95426,11,96504.0,4991360.5,0.0,0.9995693558900424,0.0004305439368685151,False,False,True,False,False,True,False
4,4,53472,11,90000.0,3897738.0,0.0,0.9999997434409393,0.0,False,False,True,False,False,True,False
4,3,62332,11,62232.0,5413418.0,0.0,0.9999998152738252,0.0,False,False,True,False,False,True,False
4,3,166128,11,152579.0,11325513.0,0.0,0.9700711128935174,0.02972139098688068,False,False,True,False,False,True,True
4,4,140302,11,138995.0,8651835.0,0.0,0.9381428332833439,0.06185716671665606,False,False,True,False,False,True,True
1,6,154660,2,119815.0,52960796.0,0.33134728564125054,0.6596730910162302,0.008979472287387826,False,False,False,True,False,False,True
6,5,268920,11,243018.0,7683885.0,0.0,0.9999998698575004,0.0,False,False,True,False,True,False,True
6,2,90000,13,70000.0,1429146.375,0.0,0.890686931910666,0.109312805694938,False,False,False,False,True,False,False
6,1,50200,16,50200.0,1047461.0,0.0,0.48446767946491565,0.5155323205350844,False,False,False,False,True,False,False
8,6,87833,11,53993.0,4758198.0,0.0,0.6033904011560679,0.3966095988439321,False,False,True,False,False,False,False
8,2,63240,13,63240.0,227566.7031,0.0,0.3753141335552442,0.6246871711171703,False,False,False,False,False,False,False
8,5,140415,21,182454.0,17085344.0,0.0,0.6267421949479038,0.3732578050520961,False,False,False,False,False,False,True
7,4,106893,12,130293.0,465533.3125,0.0,0.9999993287268781,0.0,False,False,False,False,False,False,False
7,4,106041,13,106041.0,1123943.0,0.0,0.6578118285357888,0.34218817146421127,False,False,False,False,False,False,False
7,3,94470,12,94470.0,1000796.875,0.0,0.43251434013520473,0.5674857847652652,False,False,False,False,False,False,False
1,10,143508,11,150840.0,7637986.0,0.0,0.9999998690754343,0.0,False,False,True,True,False,False,False
